,label,text
37875,1,URGENT If we dont act now Giant Sequoia National Monument could be reduced from 328000 acres to just 90000 by Trumps Interior Department   Timber companies are itching to start their chainsaws Take action today to protect Giant Sequoia  httpsscorg2PPRpig
5921,0,Get one of history's most interesting letters each week
5279,0,"Learn how you and your team can save shiploads of time with the help of automations, data syncs and more in this free course."
52648,1,Kind words from Congressman Mark Pocans endorsement   Our courts help shape our economy and political system and Wisconsin needs a Supreme Court Justice who will bring change to our states highest court As a Justice Tim Burns will be a champion of progressive values  He will fight to ensure our courts work for all Wisconsinites regardless of race or income level and he will not just be another rubber stamp for Scott Walkers agenda
15339,1,Help us give hope to LGBTQ youth Sign up today
9159,1,Jason Momoa is forever seeking new adventures. Watch now to hear how Pan America™ motorcycle expands his passion for Harley-Davidson.
208,1,"Extra weight puts extra pressure on your body, making it harder to fight against diseases like Covid-19. #BetterHealth"
54848,1,Lent is a 40day journey of prayer fasting and almsgiving It is also a time to reach out to our neighbors in need no matter where they live CRS Rice Bowl brings communities together so you can embark on this journey together
15577,1,With a donation of just 10 you can rush critical medical supplies  pain relief antibiotics and surgical supplies to suffering animals in places like Tanzania Romania and Guatemala
35768,1,Congress voted to raise taxes on 92 million middleclass families increase health care premiums and endanger lifesaving programs all to afford huge tax cuts for the rich   Come learn more about how the      TrumpTax    will affect you at our Town Hall on Monday
2707,1,"Reprogram yourself by updating your self-concept. You can become the kind of person that naturally and instinctively creates what you want in your life. Navigate uncertain times and move toward your goals without internal resistance, even if the vision you have is far beyond what you have accomplished thus far in life.…"
42477,1,We advocate for fair taxation through education open discussion and activism
46787,1,Politicians and CEOs shouldnt be making decisions about birth control       You should be making those decisions
980,0,Cute colors and prints for all styles!
40191,1,Christmas is a lonely time for the children of prisoners They miss their incarcerated parent desperately And they often wonder Does my mommy or daddy even remember me anymore No child should have to experience pain like that And thanks to Angel Tree they dont have to Read their heartwarming stories now   Thanks to wonderful people like you as many as 300000 children of prisoners will get a wonderful surprise this Christmas a Christmas gift chosen just for them by their incarcerated parent along with a note to remind them that they are loved and havent been forgotten Through your support of Angel Tree these kids will also hear the Gospel Wont you help make it possible today
41428,1,Karintha never used to vote in midterm elections but listen to why shes now thinks its so important to be a voter   Be a voter on Nov 6th  find your polling place here  httpswwwfirmactionorgwinjusticepollingplace
8620,1,We believe that safety cannot be safeguarded with violence  Its time we elect candidates that dont ignore our housing education and healthcare
7257,0,A portion of the proceeds of every box shipped will be donated to charities that provide nutritional support to pregnant women and young children in need!
40811,1,Missouris attorney general has a responsibility to protect the health and wellbeing of Missourians Josh Hawley failed our state when he let his consultants call the shots in his favor instead of what is best for Missourians so that he could run for higher office Josh Hawley doesnt care about Missouriansonly his own ambition
150,0,Play our FREE game Trio Match 3 symbols to win up to £1000 18+ begambleaware.org
2107,0,“I haven’t even been to the gym in over 2 months and I feel like I’m in the best shape I’ve been in in years!!” - Emily
3837,0,"Having great coffee is always important, and we'd like to get you some! Order online any time and get $2 off a bag of coffee or tea!"
52199,1,An estimated threeplus million       LGBT    people call rural America home Our new report  Where We Call Home LGBT People in Rural America released in partnership with  Equality Federation   National Black Justice Coalition NBJC  and  The National Center for Lesbian Rights   examines the structural differences in rural life and its unique impact on LGBT people living in those communities      ruralLGBT      The report found that among other challenges rural LGBT people are less likely to have explicit nondiscrimination protections are more likely to live in areas with religious exemption laws that may allow service providers to discriminate and have fewer alternatives when facing discrimination    Read the report and share it out  wwwlgbtmaporgrurallgbt
17320,1,Meyer was created in America for Americans Click below and learn more about Mike Brauns company
4936,0,Save up to 40% on our best-selling learning kits! You won’t find a better chance to get the hottest learning games of the season. Shop Osmo Now!
7482,1,"Spoiler Alert: In the parody, Where's Waldo Social Distancing Edition, Waldo finally gets to enjoy nature."
45868,1,From metric tons of ocean trash to dangerous drilling policies the ocean is at risk
35256,1,The Koch brothers and their network of billionaire political spenders have made their marching orders to Republicans in Congress clear this yearkill the Affordable Care Act and pass sweeping new tax breaks for corporations and the top 1 or dont come looking to us to bankroll your 2018 campaigns   Read more here
28321,1,A renowned defense expert has stepped forward with an important warning for all Americans
855,0,"In 4 hours, we'll show you how to make a 1-minute video from scratch. And how to effectively hook your audience with a great story. Because three seconds is all you have to hook your audience.…"
169,0,LAST CHANCE 50% OFF Helm of Awe Shirts! Get them before they are gone FOREVER Order here https://bit.ly/36IxQRD
31441,1,I took on the NRA for commonsense gun safety and won Real change takes courage The courage to stand up speak out and protect CAs values
63753,1,Help spark a conversation in Massachusetts by sharing our messages We must continue to raise awareness about the risks of abusing opioids to help prevent more people from becoming addicted      ResistTheRisk
6860,0,Welcome to delicious convenience. Get free delivery on all orders within a 5-mile radius. Order now at schlotzskys.com
4907,0,Custom Boxes Make the holidays fun and memorable Print custom boxes now at https://www.nextdayflyers.com/custom-box-printing
12668,1,Home is where faces are familiar where your family is where youve built your life On November 12 the Supreme Court will hear arguments on the termination of DACA  HomeIsHere  Whether youre a DACA recipient or an ally protect DACA by watching and sharing this video
