,label,no_stop_words
2020,1,"['two', 'year', 'ago', 'senat', 'ted', 'cruz', 'said', 'wa', 'politician', 'would', 'walk', 'walk', 'fulli', 'support', 'life', 'concept', 'act', 'overturn', 'roe', 'v', 'wade', 'ha', 'never', 'follow', 'hi', 'promis', 'learn', 'click', 'httpprolifealliancecomcruzcruzcontacthtml']"
2021,1,"['live', 'stake', 'covid19', 'crisi', 'help', 'report', 'covid19', 'relat', 'misconduct', 'without', 'break', 'law', 'learn', 'pro', 'bono', 'servic', 'whistleblow', 'disclosur', 'public', 'interest', 'httpswhistlebloweraidorgservic']"
2022,1,"['democrat', 'hous', 'work', 'hard', 'pass', 'critic', 'reform', 'move', 'countri', 'forward', 'mitch', 'mcconnel', 'still', 'stand', 'way', 'pleas', 'let', 'us', 'know', 'midnight']"
2023,0,"['coffe', 'shop', 'favorit', 'deliv', 'door', 'copper', 'cow', 'coffe', 'flavor', 'contain', 'allnatur', 'real', 'ingredi', 'power', 'day', 'satisfact', 'alway', 'guarante', 'get', '15', 'order', 'code', 'coffeedate15']"
2024,1,"['300', 'peopl', 'sign', 'petit', 'support', 'comprehens', 'immigr', 'reform', 'join', 'movement', 'help', 'us', 'get', '500', 'signatur', 'westandunit', 'congressman', 'devin', 'nune', 'assemblyman', 'jim', 'patterson', 'senat', 'tom', 'berryhil', 'repres', 'jeff', 'denham', 'congressman', 'jim', 'costa']"
2025,1,"['next', 'week', 'go', 'post', 'inform', 'let', 'get', 'know', 'countycommission', 'know', 'counti', 'commission', 'govern', 'bodi', 'courthous', 'like', 'alway', 'al', 'continu', 'voic', 'citizen', 'courthous', 'mcaffreyforcountycommission', 'im4al', 'yourcommission', 'gettoknowyourcommission']"
2026,0,"['oldschool', 'horror', 'antholog', 'film', 'massiv', 'love', 'letter', 'ec', 'horror', 'comic', 'film', '‘', '70', '‘', '80']"
2027,0,"['volum', '18', 'veri', 'excit', 'mega', 'craft', 'bundl', 'volum', '18', 'better', 'ever', 'thi', 'fabul', 'bundl', 'fill', '25', 'svg', 'bundl', 'rang', 'inspir', 'style', 'whi', 'expand', 'craft', 'collect', 'person', 'towel', 'pillow', 'makeup', 'bag', 'tshirt', 'much', 'handpick', 'svg', 'set', 'move', 'fast', 'grab', 'huge', 'hurri', 'befor', 'timer', 'reach', 'zero', '…']"
2028,0,"['secur', 'huge', 'save', 'thi', 'limit', 'time', 'offer', 'save', '50', 'cyber', 'month']"
2029,1,"['access', 'internet', 'vital', 'resourc', 'vital', 'electr', 'water', 'cant', 'leav', 'rural', 'america', 'behind']"
2030,1,"['first', 'ran', 'new', 'hampshir', 'execut', 'council', 'gop', 'vote', 'defund', 'plan', 'parenthood', 'wa', 'elect', 'revers', 'decis', 'wa', 'one', 'first', 'act', 'offic', 'ensur', 'granit', 'stater', 'access', 'famili', 'plan', 'servic', 'cancer', 'screen', 'lifesav', 'health', 'care', 'wa', 'import', 'part', 'job', 'concord', 'still', 'big', 'part', 'role', 'congress', 'today', 'team', 'wonder', 'stand', 'plan', 'parenthood', 'need', 'hear', '84', 'peopl', 'midnight']"
2031,1,"['remark', 'scene', 'polit', 'violenc', 'us', 'capitol', 'test', 'america', '’', 'democrat', 'institut', 'write', 'gerald', 'seib', 'effect', 'rippl', 'year', 'come']"
2032,1,"['last', 'two', 'year', 'amazon', 'ha', 'report', '16', 'billion', 'profit', 'despit', 'thi', 'jaw', 'drop', 'profit', 'amazon', 'ha', 'paid', 'zero', 'feder', 'tax', 'sinc', 'donald', 'trump', 'took', 'offic', 'fact', 'amazon', 'nonexist', 'feder', 'tax', 'result', 'trump', 'administr', 'tax', 'cut', 'countri', 'cheat', 'million', 'tax', 'dollar', 'desper', 'need', 'school', 'repair', 'crumbl', 'roadway', 'bridg', 'im', 'readi', 'fight', 'fair', 'tax', 'polici', 'congress', 'includ', 'close', 'corpor', 'loophol', 'allow', 'compani', 'like', 'amazon', 'avoid', 'pay', 'feder', 'tax', 'add', 'name']"
2033,0,"['shop', 'pay', 'later', '100', 'day', 'trial', '10', 'year', 'warranti', '40', 'time', 'give', 'youself', 'better', 'sleep']"
2034,1,"['time', 'tell', 'brand', 'stori']"
2035,0,"['mike', 'ward', '’', 'liberti', 'safe', 'baton', 'roug', 'black', 'friday', 'sale', 'start', '1127', 'monday', '1130…']"
2036,0,"['offer', 'ani', 'influenc', 'platform', 'get', 'tool', 'resourc', 'need', 'kick', 'start', 'busi']"
2037,0,"['viraloff®', 'onli', 'mask', 'youll', 'ever', 'need', 'everbrandu', '4layer', 'design', 'treat', 'viraloff®', 'technolog', 'help', 'protect', 'still', 'b']"
2038,0,"['mission', 'stand', 'health', 'planet', 'live', 'creatur', 'share', 'offer', 'cleanest', 'greenest', '100', 'plantbas', 'supplement', '…']"
2039,0,"['work', 'major', 'insur', 'provid', 'bring', 'virtual', 'mental', 'health', 'servic', 'without', 'leav', 'home']"
2040,0,"['look', 'fresh', 'produc', 'subscrib', 'weekli', 'bundl', 'receiv', 'varieti', 'fresh', 'local', 'good']"
2041,0,"['new', 'arriv', 'differ', 'everi', 'day', 'free', 'ship', '45', '✈', '✈', 'httpfshionme301dqdg']"
2042,0,"['best', 'news', 'ever', 'shop', 'favorit', 'pinki', 'product', 'brand', 'new', 'websit', 'join', 'celebr', 'take', '25', 'sitewid', 'tuesday', '–', 'code', 'necessari']"
2043,1,"['women', 'shop', 'studi', 'win', 'gift', 'card', '5', 'min', 'complet', 'shop', 'survey', 'women', 'shop', 'pattern', '10', 'lucki', 'winner', 'win', 'free', '5', 'visa', 'gift', 'card', 'complet', 'survey', 'take', 'less', '5', 'minutes…']"
2044,1,"['good', 'news', 'trump', 'support', 'florida', 'ha', 'sunk', 'onli', '40', 'need', 'florida', 'win', 'reelect', 'bad', 'news', 'trump', 'spend', 'hundr', 'million', 'dollar', 'win', 'thi', 'swing', 'state', 'need', 'know', 'want', 'defeat', 'trump', '2020']"
2045,0,"['ms', 'flare', 'relaps', 'tell']"
2046,1,"['commun', 'support', 'revolutionari', 'discoveri', 'cancer', 'immunotherapi', 'research', 'help', 'us', 'continu', 'scientif', 'breakthrough', 'donat', 'today']"
2047,0,"['multifunct', 'toy', 'reliev', 'stress', 'improv', 'handson', 'abil', 'get', 'key', 'ring', 'fidget', 'toy', 'set']"
2048,0,"['sign', 'schoolclassclub', 'virtual', 'robot', 'competit', 'join', 'ani', 'comput', 'school', 'home', 'student', 'work', 'team', 'solv', 'mission', 'virtual', 'robot', 'save', 'spot', 'httpsbitly39vw1u']"
2049,0,"['indemand', 'wine', 'ship', 'right', 'door', 'find', 'favorit', 'price', 'fit', 'budget', 'click', '30', 'today']"
2050,0,"['learn', 'exo', 'kai', '’', 'latest', 'choreo', 'mmmh', 'reason', 'earlier', 'anyon', 'els', 'world', 'ed', 'live', 'class', 'origin', 'choreograph', 'exo', 'kai', 'mihawk', 'back', 'leebada', '◈', 'dec', '12th', '7pm', 'pt', '10pm', 'et']"
2051,0,"['get', '5', 'bonu', 'bite', 'everi', '25', 'spend', 'friday', 'gift', 'card', 'onlin', 'onli', 'end', '123120', 'particip', 'locat', 'term', 'appli']"
2052,0,"['franc', 'reward', 'involv', 'romanian', 'nation', 'dure', 'sanitari', 'emerg', 'covid19', 'french', 'state', 'announc', 'extraordinari', 'decis', 'first', 'line', 'battl', 'coronaviru', 'epidem', 'pari', 'author', 'reward', 'effort', 'sever', 'categori', 'peopl', 'romanian', 'nation', 'expos', 'risk', 'pan']"
2053,1,"['grow', 'rural', 'town', 'south', 'africa', 'nico', 'moloto', 'never', 'forgot', 'hunger', 'wit', 'hi', 'commun', 'learn', 'year', 'later', 'fight', 'becam', 'part', 'hi', 'job', 'httpsbitly37h67u6']"
2054,1,"['wont', 'take', 'lobbyist', 'pac', 'dont', 'want', 'congressman', 'want']"
2055,1,"['poll', 'show', 'corey', 'stewart', '5', 'point', 'behind', 'tim', 'kain', 'donat', 'turn', 'virginia', 'red']"
2056,1,"['fight', 'isnt', 'attack', 'environ', 'come', 'fast', 'furiou', 'start', 'epa', 'suspens', 'critic', 'environment', 'regul', 'safeguard', 'commun', 'dure', 'thi', 'pandem', 'renew', 'monthli', 'donat', 'support', 'work', 'make', 'everi', 'day', 'earth', 'day', 'httpsscorg2vfshd8']"
2057,0,"['“', 'work', 'least', '8', '10', 'time', '”', 'fda', 'drug', 'free', 'clinic', 'proven']"
2058,1,"['proud', 'give', 'back', 'commun', 'incyt', 'involv', 'program']"
2059,0,"['win', '£500', 'smyth', 'toy', 'voucher', '99p', 'guarante', 'draw', 'sunday', '15th', 'novemb']"
2060,1,"['governor', 'gretchen', 'whitmer', 'side', 'gretchen', 'ha', 'plan', 'help', 'work', 'famili', 'fix', 'road', 'ensur', 'big', 'corpor', 'pay', 'fair', 'share', 'invest', 'school', 'repeal', 'senior', 'pension', 'tax']"
2061,1,"['three', 'day', 'left', 'give', 'polar', 'bear', 'wwwpolarbearsinternationalorgdon']"
2062,1,"['councilman', 'kingston', 'believ', 'bulli', 'leadership', 'im', 'run', 'offer', 'differ', 'choic', 'councilman', 'ill', 'restor', 'empathi', 'ethic', 'excel', 'equiti', 'back', 'citi', 'hall']"
2063,0,"['get', 'werk', 'garnet', 'januari', 'fieri', 'red', 'smokey', 'tone', 'blush', 'nude', 'press', 'glitter', 'matt', 'shimmer', 'finish']"
2064,0,"['discount', 'check', 'free', 'wrap', 'paper', 'check', 'scream', 'like', 'littl', 'kid', 'super', 'soaker', 'check']"
2065,0,"['get', 'join', 'big', 'decis', 'take', 'test', 'drive', 'tri', 'lost', 'citi', 'golf', 'club', 'welcom', 'membership', '1', '2', '3', 'even', '4', 'month', 'singl', '1500', 'coupl', '2400']"
2066,1,"['stand', 'togeth', 'support', 'know', 'collect', 'voic', 'make', 'differ', 'psea', 'presid', 'dolor', 'mccracken', 'told', 'coalit', 'graduat', 'employe', 'penn', 'state', 'dure', 'kick', 'ralli', 'thi', 'week', 'vote', 'union', 'yescg']"
2067,1,"['show', 'support', 'help', 'end', 'polit', 'greed', 'restor', 'polit']"
2068,1,"['regist', 'vote', 'onlin', 'fast', 'easi', 'deadlin', 'octob', '16']"
2069,0,"['captur', 'memori', 'brick', 'brick', 'last', 'forev', 'photobrick', 'offer', 'innov', 'design', 'enjoy', 'artist', 'moment', 'love', 'one', 'choos', 'frame', 'size', 'assembl', 'favorit', 'moment']"
2070,1,"['win', 'chanc', 'hunt', 'man', 'donald', 'trump', 'jr', 'click', 'learn', 'enter']"
2071,0,"['reach', 'client', 'onlin', 'googl', 'ad', 'begin', '60', '€', 'credit']"
2072,0,"['heard', 'first', 'men', 'shop', 'back', 'new', 'vip', 'get', 'everyth', '50']"
2073,1,"['retail', 'market', 'profession', 'earn', 'amazon', 'gift', 'card', 'particip', 'thi', 'import', 'research', 'studi']"
2074,1,"['see', 'neighbor', 'go', 'abov', 'beyond', 'let', 'see', 'toget']"
2075,0,"['help', 'child', 'develop', 'histori', 'habit', 'first', 'histori', 'class', 'seri', 'mr', 'powel', 'wwwhistoryatourhousecom', 'help', 'prepar', 'child', 'see', 'valuabl', 'histori', 'thi', 'live', 'onlin', 'class', 'kid', 'click', 'learn', 'ask', 'question', 'enrol', 'review', 'parent', 'like']"
2076,0,"['onli', 'kickstart', 'gather', 'hero', 'brave', 'dark', 'face', 'lurk', 'abomin', 'darkest', 'dungeon', 'board', 'game']"
2077,1,"['break', 'updat', 'cook', 'polit', 'report', 'ha', 'move', 'thi', 'race', 'favor', 'start', 'thi', 'campaign', 'district', 'wa', 'list', 'solidli', 'republican', 'thank', 'weve', 'move', 'needl', 'lean', 'republican', 'poll', 'show', 'onli', '4', 'percentag', 'point', 'incumb', 'rush', '15', 'donat', 'today', 'help', 'us', 'close', 'gap', 'donat', 'match', 'dollar', 'dollar', 'today']"
2078,1,"['may', 'imag', 'food', 'sky', 'text', 'say', 'four', 'school', 'tibetan', 'buddhism', 'taught', 'tulku', 'jigm', 'rinpoch', 'via', 'zoom', 'four', 'week', 'start', 'februari', '68pm', 'cours', '18th', 'regist', 'visit', 'palmocenterorg', 'call', '5413351225', '541', '225', 'scholarship', 'fund', 'avail']"
2079,1,"['support', 'trump', 'like', 'page', 'stand', 'us', 'stand', 'presid']"
2080,0,"['new', 'year', 'new', 'collect', 'men', 'jumpsuit', 'save', '50', 'thi', 'week']"
2081,1,"['member', 'congress', 'must', 'step', 'rebuff', 'trump', 'execut', 'order', 'remov', 'obamaera', 'rule', 'enforc', 'flood', 'protect']"
2082,1,"['day', 'left', 'elect', 'put', 'line', '14', 'progress', 'champion', 'challeng', 'run', 'competit', 'race', 'year', 'mani', 'run', 'deep', 'red', 'district', 'run', 'unapologet', 'progress', 'messag', 'like', 'support', 'medicar', '15', 'minimum', 'wage', 'protect', 'lgbtq', 'immigr', 'commun', 'attack', 'donald', 'trump', 'thousand', 'wfp', 'organ', 'volunt', 'work', 'around', 'clock', 'reach', 'million', 'voter', 'district', 'across', 'countri', 'need', 'help', 'keep', 'momentum', 'thi', 'final', 'stretch', 'readi', 'new', 'gener', 'leader', 'fight', 'mani', 'chip', 'today', 'power', '14', 'work', 'famili', 'candid', 'victori', 'gtgt']"
2083,1,"['johnson', 'johnson', 'talc', 'product', 'may', 'led', 'countless', 'case', 'ovarian', 'cancer', 'journey', 'justic', 'hold', 'perpetr', 'respons', 'million', 'ha', 'alreadi', 'paid', 'victim', 'famili', 'click', 'free', 'case', 'evalu']"
2084,0,"['hate', 'scoop', 'litter', 'save', 'time', 'money', 'keep', 'cat', 'happi', 'easi', 'messfre', 'dispos', 'odor', 'control', 'litter', 'box', 'check', 'premier', 'pet', 'autoclean', 'litter', 'box', 'sam', 'club']"
2085,1,"['ever', 'taken', 'opinion', 'poll', 'north', 'jersey', 'ha', 'closest', 'elect', 'countri', 'thi', 'year', 'spend', '5', 'minut', 'tell', 'us', 'think', 'win', 'novemb']"
2086,0,"['cyberpunk', '2077', 'video', 'game', 'ha', 'opportun', 'us', 'tell', 'game', 'tracklist']"
2087,1,"['urgent', 'sign', 'amp', 'share', 'petit', 'help', 'save', 'old', 'soul', 'k9', 'rescu']"
2088,0,"['keep', 'ear', 'face', 'warm', 'stay', 'protect', 'get', 'httpszentricshopcomproductsearmuffsmask']"
2089,1,"['chang', 'california', 'chang', 'california', 'sponsor', 'paid', 'chang', 'california', 'sponsor', 'chang', 'california', '015', 'chang', 'california', 'sponsor', 'triangledown', 'triangleup', 'like', 'share', 'share', 'look', 'like', 'may', 'problem', 'play', 'thi', 'video', 'pleas', 'tri', 'restart', 'browser', 'close', 'post', 'chang', 'california', '489377', 'view', 'chang', 'california', 'sponsor', 'like', 'share', 'chang', 'california', '489377', 'view']"
2090,1,"['petit', 'end', 'social', 'media', 'support', 'inhuman', 'trade', 'primat', 'pasa']"
2091,0,"['onli', 'opportun', 'thi', 'bracelet']"
2092,0,"['social', 'entrepreneur', 'support', 'social', 'entrepreneur', 'togeth', 'inevit']"
2093,0,"['whi', 'might', 'ask', '‘', 'human', '’', 'topsel', 'book', 'amazon', 'right', 'hundr', 'stori', 'around', 'world', '450', 'page', 'fullcolor', 'photo', 'beauti', 'glossi', 'paper', 'luxuri', 'black', 'matt', 'cover', 'revel', 'laugh', 'tear', 'absolut', '’', '50', 'markdown', 'coupl', 'extra', '350', 'coupon', 'bring', 'book', '60', 'tax', 'ship', 'thi', '10', 'wholesal', 'cost', 'amazon', 'definit', 'take', 'loss', 'sure', 'there…']"
2094,1,"['elizabeth', 'warren', 'return', 'new', 'hampshir', 'host', 'town', 'hall', 'peterborough', 'monday', 'juli', '8', 'build', 'movement', '2020']"
2095,0,"['first', 'ever', 'financi', 'safeti', 'membership', 'get', 'access', 'superior', 'tool', 'emerg', 'loan', '999', 'month']"
2096,1,"['tomorrow', 'elect', 'thank', 'love', 'support', 'ask', 'call', '5', 'friend', 'lawrenc', 'counti', 'ask', 'get', 'vote', 'tomorrow', 'pleas', 'like', 'share', 'thi', 'video', 'everyon', 'reach', 'talk', 'friend', 'thi', 'even']"
2097,1,"['deadli', 'landslid', 'kill', '75', 'peopl', 'mandalawangi', 'west', 'java', '2004', 'rescu', 'team', 'work', 'day', 'dig', 'survivor', 'mud', 'commun', 'work', 'month', 'rebuild', 'villag', 'reforest', 'mountainsid', 'prevent', 'futur', 'landslid', 'first', 'year', 'pass', 'next', 'struggl', 'regain', 'econom', 'foot', 'eko', 'purnomowidi', 'rescu', 'worker', 'join', 'communityamong', 'musician', 'taxi', 'driver', 'fisherman', 'tailorto', 'form', 'klasik', 'bean', 'coffe', 'cooper', 'recent', 'earn', 'rainforest', 'allianc', 'certif', 'purnomowidi', 'talk', 'hi', 'commun', 'long', 'journey', 'recoveryand', 'joy', 'mission', 'reforest']"
2098,1,"['crisi', 'syria', 'children', 'famili', 'southern', 'syria', 'live', 'fear', 'constant', 'threat', 'bomb', 'hundr', 'thousand', 'fled', 'home', 'onli', 'could', 'carri', 'theyr', 'strand', 'without', 'safe', 'place', 'shelter', 'make', 'emerg', 'monthli', 'gift', 'right', 'match', '12', 'month', '50000', 'team', 'member', 'ground', 'need', 'help', 'reach', 'peopl', 'emerg', 'relief']"
2099,1,"['doe', 'power', 'word', 'spoken', 'half', 'centuri', 'ago', '–', 'respect', 'call', 'action', 'inspir', 'much', 'hope', 'make', 'posit', 'chang', 'commun', 'across', 'nation', 'still', 'reson', 'today', 'join', 'panelist', 'discuss', 'moder', 'elyz', 'davi', 'jd', 'museum', 'educ', 'program', 'specialist', 'unravel', 'power', 'word', 'histor', 'leader', 'continu', 'influenc', 'inspir', 'world', 'live', 'today', 'whi', 'matter', 'panelist', 'include…']"
2100,0,"['44mo', 'litterrobot', '3', 'connect', 'select', 'affirm', 'checkout']"
2101,0,"['ladi', '\u200d♀️', 'celebr', 'nation', 'sister', 'week', 'amaz', 'discount', 'short', 'time', 'onli', 'product', '40', 'thi', 'week', 'onli', 'enjoy', '10', 'free', 'ship', 'use', 'code', 'flash10', 'checkout', 'happi', 'shop', 'sister', 'get', 'everlyfaithcomsoulsist']"
2102,0,"['black', 'friday', 'sale', 'shop', 'latest', 'fashion', 'trend', 'korea', 'japan', 'free', 'ship', 'worldwid']"
2103,1,"['join', 'free', 'multifamili', 'mindset', 'event', 'come', 'washington', 'dc', 'area', 'novemb', '17', '21', '100', 'free', 'train', 'multifamili', 'invest', '2020', 't…']"
2104,1,"['alabama', 'farmer', 'feed', 'famili', 'feed', 'cloth', 'peopl', 'around', 'world', 'watch', 'thi', 'video', 'learn', 'jeff', 'coleman', 'fight', 'congress']"
2105,0,"['come', 'back', '75', 'next', 'box', '—thi', 'week', 'onli', 'black', 'friday', 'sale', '’', 'like', 'gift', 'keep', 'give', 'meal', 'meal', 'fresh', 'season', 'ingredi', '22', 'weekli', 'recip', 'nocontact', 'deliveri']"
2106,0,"['fan', 'board', 'card', 'roleplay', 'game', 'love', 'collect', 'amaz', 'dice', 'set', 'becaus', 'let', '’', 'honest', 'never', 'mani', 'dice', 'd20', 'd12', 'd10', 'd…']"
2107,0,"['thi', 'holiday', 'season', 'save', 'time', 'scanner', '’', 'reliabl', 'easi', 'use', 'get', 'back', 'one', 'matter']"
2108,1,"['prescrib', 'pcr', 'test', 'teleconsult', 'even', 'dure', 'holiday', '100', 'refund', 'health', 'insur']"
2109,1,"['michigan', 'rep', 'mike', 'bishop', 'alreadi', 'vote', 'rais', 'tax', 'middleclass', 'famili', 'onc', 'tell', 'need', 'vote', 'gop', 'tax', 'hike', 'come', 'day', '202', '2243121']"
2110,1,"['florida', 'toxic', 'water', 'crisi', 'kill', 'shark', 'sea', 'turtl', 'manate', 'thousand', 'fish', 'send', 'tourist', 'away', 'disgust', 'rick', 'scott', 'eight', 'year', 'antienvironment', 'polici', 'destroy', 'state']"
2111,0,"['stainless', 'steel', '1810', 'ultraresist', 'bowl', 'knive', 'pro', 'disk', 'engin', 'guarante', '30', 'year']"
2112,0,"['weve', 'reenter', '007', 'archiv', 'creat', 'jame', 'bond', 'key', 'resort', 'wear', 'look', 'partnership', 'eon', 'product']"
2113,0,"['rent', 'prograd', 'power', 'save', 'vs', 'buy', 'carpet', 'cleaner']"
2114,1,"['reveng', 'never', 'tast', 'good', 'tri', 'cup', 'favorit', 'thrasher', 'coffe', 'new', 'punish', 'trump', 'mug', 'punish', 'trump', 'afraid', 'confront', 'take', 'prison', 'join', 'purchas', 'thi', 'limit', 'releas', 'gt', 'httpbitlytrumppunishermug']"
2115,1,"['need', 'state', 'senat', 'fight', 'invest', 'local', 'businsess', 'vote', 'small', 'busi', 'owner', 'kelli', 'rossmanmckinney', 'novemb', '6', 'look', 'poll', 'place']"
2116,1,"['alon', 'world', 'fill', 'uncertainti', 'help', 'connect', 'one', 'carbon', 'health', 'licens', 'therapist', 'comfort', 'home', 'avail', 'anytim', 'anywher', 'hidden', 'fee']"
2117,0,"['thi', 'awesom', 'littl', 'percuss', 'massag', 'tool', 'get', 'httpswwwentertainmeetcomproductsmassag']"
2118,0,"['haunt', 'onpoint', 'costum']"
2119,0,"['spa', 'tool', 'come', 'freeeeeeee', 'give', 'self', 'diy', 'facial', 'love', 'thi', 'set', 'httpsbitly3d1d65o']"
2120,0,"['teach', 'yoga', '2020', 'without', 'app', 'huge', 'mistak', 'use', 'phone', 'everyth', 'day', 'includ', 'learn', 'new', 'skill', 'yoga', 'teacher', 'medit', 'coach', 'breathwork', 'expert', 'use', 'app', 'part', 'servic', 'lose', 'peopl', 'are…']"
2121,0,"['book', 'lesson', 'music', 'instructor', 'juilliard', 'yale', 'school', 'music', 'start', '25', 'find', 'right', 'teacher', 'priceless', 'never', 'afford']"
2122,1,"['head', 'june', 'monthli', 'meet', 'held', 'worcest', 'sax', 'room', 'worcest', 'public', 'librari', 'easi', 'access', 'car', 'step', 'union', 'station', 'mbta', 'commut', 'rail', 'stop', 'disrupt', 'polit', 'usual', 'improv', 'live', 'million', 'voter', 'fight', 'right', 'vote', 'count', 'learn', 'rank', 'choic', 'vote', 'polit', 'strategi', 'win', 'meet', 'fellow', 'visionari', 'chang', 'agent', 'level', 'organ', 'skill', 'one', 'largest', 'statewid', 'rcv', 'movement', 'nation', 'becaus', 'disciplin', 'talent', 'focus', 'right', 'goal', 'win', 'strategi', 'brief', 'qampa', 'team', 'breakout', 'group', 'snack', 'bev', 'afterward', 'well', 'go', 'drink', 'great', 'local', 'pub', 'meet', 'locat', 'sax', 'room', 'worcest', 'public', 'librari', '3', 'salem', 'squar', 'worcest', '01608', 'onlinephon', 'access', 'web', 'httpswwwfreeconferencecallcomwallvoterchoicema', 'phone', '641', '7150660', 'access', 'code', '902956']"
